1	N	48
1	J	48
0	J	48
1	R	48
2	N	48
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	106
5	R	107
4	J	108
5	E	109
4	R	109
4	W	114
0	R	114
3	J	3066
3	R	3066
3	W	3066
0	R	3066
4	J	3329
4	R	3329
4	W	3330
0	R	3330
4	J	3401
4	R	3401
4	W	3401
0	R	3401
4	J	3430
4	R	3430
4	W	3430
0	R	3430
4	J	3499
4	R	3499
4	W	3499
0	R	3499
4	J	3568
4	R	3568
6	N	3570
6	J	3570
4	W	3571
6	R	3571
6	E	3577
4	J	3577
4	R	3577
7	N	3578
7	J	3578
4	W	3579
7	R	3579
4	J	3581
7	E	3581
4	R	3581
4	W	3582
0	R	3582
4	J	3613
4	R	3613
4	W	3613
0	R	3613
4	J	4044
4	R	4044
4	W	4044
0	R	4045
4	J	4105
4	R	4105
4	W	4105
0	R	4105
4	J	4261
4	R	4261
4	W	4261
0	R	4261
4	J	4312
4	R	4313
4	W	4313
0	R	4313
4	J	4367
4	R	4367
4	W	4367
0	R	4367
4	J	4428
4	R	4428
4	W	4428
0	R	4428
4	J	4468
4	R	4468
4	W	4468
0	R	4468
4	J	4533
4	R	4533
4	W	4533
0	R	4533
4	J	4905
4	R	4905
4	W	4905
0	R	4905
4	J	4954
4	R	4954
4	W	4954
0	R	4954
4	J	5087
4	R	5087
4	W	5087
0	R	5087
4	J	5161
4	R	5161
4	W	5161
0	R	5161
4	J	5202
4	R	5202
4	W	5202
0	R	5202
4	J	5253
4	R	5253
4	W	5253
0	R	5253
4	J	5672
4	R	5672
4	W	5672
0	R	5672
4	J	5768
4	R	5768
4	W	5768
0	R	5768
4	J	5799
4	R	5799
4	W	5800
0	R	5800
4	J	5849
4	R	5849
4	W	5849
0	R	5849
4	J	5941
4	R	5941
4	W	5942
0	R	5942
4	J	6011
4	R	6011
4	W	6012
0	R	6012
4	J	6501
4	R	6501
4	W	6501
0	R	6501
4	J	6545
4	R	6545
4	W	6545
0	R	6545
4	J	6664
4	R	6664
4	W	6664
0	R	6664
4	J	6722
4	R	6722
4	W	6722
0	R	6722
4	J	6730
4	R	6730
4	W	6731
0	R	6731
4	J	6767
4	R	6767
4	W	6767
0	R	6767
4	J	6821
4	R	6821
4	W	6822
0	R	6822
4	J	6877
4	R	6877
4	W	6877
0	R	6877
4	J	6998
4	R	6998
4	W	6998
0	R	6998
4	J	7043
4	R	7043
4	W	7043
0	R	7043
4	J	7132
4	R	7132
4	W	7133
0	R	7133
4	J	7201
4	R	7201
4	W	7201
0	R	7201
4	J	7468
4	R	7468
8	N	7470
8	J	7471
4	W	7471
8	R	7471
9	N	7476
9	J	7476
8	W	7476
9	R	7476
9	E	7499
8	J	7499
8	R	7499
8	E	7500
4	J	7500
1	J	7500
1	R	7500
1	W	7500
4	R	7500
10	N	7500
10	J	7501
4	W	7501
10	R	7501
4	J	7503
10	E	7504
4	R	7504
4	W	7504
0	R	7504
4	J	7515
4	R	7515
4	W	7515
0	R	7515
4	J	16417
4	R	16418
4	W	16418
0	R	16418
4	J	16455
4	R	16455
4	W	16455
0	R	16455
4	J	16838
4	R	16839
4	W	16839
0	R	16839
4	J	16895
4	R	16895
4	W	16895
0	R	16895
4	J	17205
4	R	17205
4	W	17205
0	R	17205
4	J	17246
4	R	17246
4	W	17246
0	R	17246
4	J	17299
4	R	17299
4	W	17299
0	R	17300
4	J	17327
4	R	17327
4	W	17327
0	R	17327
4	J	17372
4	R	17372
4	W	17372
0	R	17372
4	J	17432
4	R	17432
4	W	17432
0	R	17432
4	J	18287
4	R	18287
4	W	18287
0	R	18287
4	J	18312
