4	R	18312
4	W	18312
0	R	18312
4	J	18878
4	R	18878
4	W	18878
0	R	18878
4	J	18944
4	R	18944
4	W	18944
0	R	18944
4	J	40430
4	R	40430
4	W	40430
0	R	40430
4	J	40480
4	R	40480
4	W	40480
0	R	40480
4	J	40543
4	R	40543
4	W	40543
0	R	40543
4	J	40591
4	R	40591
4	W	40591
0	R	40591
4	J	40698
4	R	40698
4	W	40698
0	R	40698
4	J	40763
4	R	40763
4	W	40763
0	R	40763
4	J	40815
4	R	40815
4	W	40815
0	R	40815
4	J	40888
4	R	40888
4	W	40888
0	R	40888
4	J	40904
4	R	40905
4	W	40905
0	R	40905
4	J	40965
4	R	40965
4	W	40965
0	R	40966
4	J	41009
4	R	41009
4	W	41014
0	R	41014
4	J	41098
4	R	41098
4	W	41098
0	R	41098
4	J	41308
4	R	41309
11	N	41309
11	J	41310
4	W	41310
11	R	41310
12	N	41312
12	J	41312
13	N	41313
13	J	41314
11	W	41314
13	R	41314
14	N	41314
14	J	41315
13	W	41315
14	R	41315
14	J	41330
12	R	41330
15	N	41330
15	J	41330
16	N	41330
16	J	41331
12	J	41345
16	R	41345
16	J	41360
15	R	41360
15	J	41375
16	R	41375
16	J	41390
15	R	41390
15	J	41405
14	R	41405
13	J	41420
14	J	41420
13	R	41420
13	W	41420
12	R	41420
12	J	41435
16	R	41435
16	J	41450
15	R	41450
15	J	41465
14	R	41465
14	J	41480
12	R	41480
12	J	41495
16	R	41495
16	J	41510
15	R	41510
13	J	41525
15	J	41525
13	R	41525
13	E	41525
11	J	41525
11	R	41525
11	W	41525
14	R	41525
14	J	41540
12	R	41540
12	J	41555
16	R	41555
16	J	41570
15	R	41570
15	J	41585
14	R	41585
14	J	41600
12	R	41600
12	J	41615
16	R	41615
16	J	41630
15	R	41630
15	J	41645
14	R	41645
14	J	41660
12	R	41660
12	J	41675
16	R	41675
16	J	41690
15	R	41690
15	J	41705
14	R	41705
14	J	41720
12	R	41720
12	J	41735
16	R	41735
16	J	41750
15	R	41750
15	J	41765
14	R	41765
14	J	41780
12	R	41780
12	J	41795
16	R	41795
16	J	41810
15	R	41810
15	J	41825
14	R	41825
14	J	41840
12	R	41840
12	J	41855
16	R	41855
16	J	41870
15	R	41870
15	J	41885
14	R	41885
14	J	41900
12	R	41900
12	J	41915
16	R	41915
16	J	41930
15	R	41930
15	J	41945
14	R	41945
14	J	41960
12	R	41960
12	J	41975
16	R	41975
16	J	41990
15	R	41990
15	J	42005
14	R	42005
14	J	42020
12	R	42020
12	J	42035
16	R	42035
16	J	42050
15	R	42050
15	J	42065
14	R	42065
14	J	42080
12	R	42080
12	J	42095
16	R	42095
16	J	42110
15	R	42110
15	J	42125
14	R	42125
14	J	42140
12	R	42140
12	J	42155
16	R	42155
16	J	42170
15	R	42170
15	J	42185
14	R	42185
14	J	42200
12	R	42200
12	J	42215
16	R	42215
16	J	42230
15	R	42230
15	J	42245
14	R	42245
14	J	42260
12	R	42260
12	J	42275
16	R	42275
16	J	42290
15	R	42290
15	J	42305
14	R	42305
14	J	42320
12	R	42320
12	J	42335
16	R	42335
16	J	42350
15	R	42350
15	J	42365
14	R	42365
14	J	42380
12	R	42380
12	J	42395
16	R	42395
16	J	42410
15	R	42410
15	J	42425
14	R	42425
14	J	42440
12	R	42440
12	J	42455
16	R	42455
16	J	42470
15	R	42470
15	J	42485
14	R	42485
14	J	42500
12	R	42500
12	J	42515
16	R	42515
16	J	42530
15	R	42530
15	W	42530
14	R	42530
14	J	42545
12	R	42545
12	J	42560
16	R	42560
16	J	42575
14	R	42575
14	J	42590
12	R	42590
12	J	42605
16	R	42605
16	J	42620
14	R	42620
15	J	42635
14	J	42635
15	R	42635
15	W	42635
12	R	42635
12	J	42650
16	R	42650
16	J	42665
14	R	42665
14	J	42680
12	R	42680
12	J	42695
16	R	42695
16	J	42710
14	R	42710
14	J	42725
12	R	42725
15	J	42740
12	J	42740
15	R	42740
15	W	42740
16	R	42740
16	J	42755
14	R	42755
14	J	42770
12	R	42770
12	J	42785
16	R	42785
16	W	42795
14	R	42795
14	J	42810
12	R	42810
12	J	42825
14	R	42825
14	J	42840
12	R	42840
15	J	42855
12	J	42855
15	R	42855
15	W	42855
14	R	42855
14	J	42870
12	R	42870
12	J	42885
14	R	42885
16	J	42900
14	J	42900
16	R	42900
16	W	42900
12	R	42900
12	J	42915
14	R	42915
14	J	42930
12	R	42930
12	J	42945
14	R	42945
15	J	42960
14	J	42960
15	R	42960
15	W	42960
12	R	42960
12	J	42975
14	R	42975
14	J	42990
12	R	42990
16	J	43005
12	J	43005
16	R	43005
16	W	43005
14	R	43005
14	W	43010
12	R	43010
15	J	43070
12	J	43070
15	R	43070
15	W	43070
12	R	43070
16	J	43115
14	J	43115
12	J	43115
16	R	43115
16	W	43115
14	R	43115
14	W	43115
12	R	43115
15	J	43175
12	J	43175
15	R	43175
15	W	43175
12	R	43175
16	J	43220
14	J	43220
12	J	43220
16	R	43220
16	W	43220
14	R	43220
14	W	43220
12	R	43220
15	J	43280
12	J	43280
15	R	43280
15	E	43280
12	R	43280
16	J	43325
14	J	43325
12	J	43325
16	R	43325
16	W	43325
14	R	43325
14	W	43325
12	R	43325
16	J	43430
14	J	43430
12	J	43430
16	R	43430
16	E	43430
14	R	43430
14	W	43430
12	R	43430
12	E	43516
11	J	43516
11	R	43516
11	E	43517
4	J	43517
4	R	43517
17	N	43517
17	J	43518
4	W	43518
17	R	43518
4	J	43520
17	E	43521
4	R	43521
4	W	43521
0	R	43521
14	J	43531
14	R	43531
14	E	43531
1	J	43531
1	R	43531
1	W	43531
0	R	43531
4	J	45112
4	R	45112
18	N	45113
18	J	45113
4	W	45114
18	R	45114
4	J	45116
18	E	45116
4	R	45117
4	W	45117
0	R	45117
4	J	45195
4	R	45195
4	W	45195
0	R	45195
4	J	98934
4	R	98934
4	W	98934
0	R	98934
4	J	99039
4	R	99039
4	W	99040
0	R	99040
4	J	99468
4	R	99468
4	W	99468
0	R	99468
4	J	99528
4	R	99528
4	W	99528
0	R	99528
4	J	99663
4	R	99663
4	W	99663
0	R	99663
4	J	99734
4	R	99734
4	W	99734
0	R	99734
4	J	99818
4	R	99818
4	W	99818
0	R	99818
4	J	99895
4	R	99895
4	W	99895
0	R	99895
4	J	99954
4	R	99954
19	N	99956
19	J	99956
4	W	99957
19	R	99957
